Company Symbol,Period,Sales,Expenses,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit Before Tax,Tax %,Net Profit,EPS in Rs,PDF URL
AWFIS,Dec 2023,208.15,148.12,60.03,28.84%,7.05,22.99,48.44,-4.35,0.00%,-4.35,,https://www.screener.in/company/source/quarter/1284789/12/2023/
AWFIS,Mar 2024,220.64,153.20,67.44,30.57%,5.13,25.24,53.62,-6.29,0.00%,-6.29,,https://www.screener.in/company/source/quarter/1284789/3/2024/
AWFIS,Jun 2024,232.32,165.21,67.11,28.89%,8.79,23.81,50.71,1.38,0.00%,1.38,,https://www.screener.in/company/source/quarter/1284789/6/2024/
AWFIS,Sep 2024,257.74,178.69,79.05,30.67%,10.13,28.09,58.30,2.79,0.00%,2.79,0.40,https://www.screener.in/company/source/quarter/1284789/9/2024/
AWFIS,Dec 2024,292.38,192.21,100.17,34.26%,33.58,30.41,64.66,38.68,0.00%,38.67,5.51,https://www.screener.in/company/source/quarter/1284789/12/2024/
AWFIS,Mar 2025,317.72,210.45,107.27,33.76%,14.64,34.94,71.79,15.18,0.00%,15.18,2.14,https://www.screener.in/company/source/quarter/1284789/3/2025/
AWFIS,Jun 2025,339.69,223.78,115.91,34.12%,19.96,42.65,81.10,12.12,7.34%,11.23,1.58,https://www.screener.in/company/source/quarter/1284789/6/2025/
SCI,Sep 2022,"1,462","1,163",299,20%,44,50,172,121,10%,109,2.34,https://www.screener.in/company/source/quarter/2984/9/2022/
SCI,Dec 2022,"1,417","1,094",324,23%,39,47,190,126,9%,114,2.46,https://www.screener.in/company/source/quarter/2984/12/2022/
SCI,Mar 2023,"1,496","1,027",469,31%,46,38,195,282,6%,267,5.72,https://www.screener.in/company/source/quarter/2984/3/2023/
SCI,Jun 2023,"1,418",954,465,33%,55,50,196,274,-39%,380,8.16,https://www.screener.in/company/source/quarter/2984/6/2023/
SCI,Sep 2023,"1,200",837,363,30%,51,35,197,182,5%,172,3.68,https://www.screener.in/company/source/quarter/2984/9/2023/
SCI,Dec 2023,"1,093",858,236,22%,94,56,200,74,11%,66,1.41,https://www.screener.in/company/source/quarter/2984/12/2023/
SCI,Mar 2024,"1,341",924,417,31%,25,40,251,151,11%,134,2.88,https://www.screener.in/company/source/quarter/2984/3/2024/
SCI,Jun 2024,"1,413","1,005",407,29%,113,40,241,239,-29%,307,6.60,https://www.screener.in/company/source/quarter/2984/6/2024/
SCI,Sep 2024,"1,514","1,005",510,34%,49,40,220,298,2%,291,6.26,https://www.screener.in/company/source/quarter/2984/9/2024/
SCI,Dec 2024,"1,451",918,533,37%,43,43,234,298,2%,291,6.26,https://www.screener.in/company/source/quarter/2984/12/2024/
SCI,Mar 2025,"1,316",958,357,27%,45,64,255,84,10%,76,1.62,https://www.screener.in/company/source/quarter/2984/3/2025/
SCI,Jun 2025,"1,325",961,365,28%,88,39,243,171,-8%,185,3.97,https://www.screener.in/company/source/quarter/2984/6/2025/
ARMANFIN,Sep 2022,,30,,,0,29,0,20,21%,16,18.50,https://www.screener.in/company/source/quarter/243/9/2022/
ARMANFIN,Dec 2022,,30,,,0,36,0,27,25%,20,23.46,https://www.screener.in/company/source/quarter/243/12/2022/
ARMANFIN,Mar 2023,,29,,,0,44,0,29,25%,22,25.88,https://www.screener.in/company/source/quarter/243/3/2023/
ARMANFIN,Jun 2023,,37,,,0,63,0,49,26%,36,42.63,https://www.screener.in/company/source/quarter/243/6/2023/
ARMANFIN,Sep 2023,,35,,,0,64,0,50,20%,40,47.02,https://www.screener.in/company/source/quarter/243/9/2023/
ARMANFIN,Dec 2023,,34,,,0,67,0,58,30%,41,46.86,https://www.screener.in/company/source/quarter/243/12/2023/
ARMANFIN,Mar 2024,,42,,,0,71,0,55,24%,42,42.91,https://www.screener.in/company/source/quarter/243/3/2024/
ARMANFIN,Jun 2024,,55,,,0,63,0,65,21%,51,48.51,https://www.screener.in/company/source/quarter/243/6/2024/
ARMANFIN,Sep 2024,,78,,,0,65,0,41,24%,31,29.87,https://www.screener.in/company/source/quarter/243/9/2024/
ARMANFIN,Dec 2024,,93,,,0,65,0,22,32%,15,14.57,https://www.screener.in/company/source/quarter/243/12/2024/
ARMANFIN,Mar 2025,,114,,,0,57,0,-7,5%,-7,-6.93,https://www.screener.in/company/source/quarter/243/3/2025/
ARMANFIN,Jun 2025,,134,,,0,52,0,13,-1%,13,12.18,https://www.screener.in/company/source/quarter/243/6/2025/
BPL,Sep 2022,12.14,10.37,1.77,14.58%,0.23,0.39,0.41,1.20,0.00%,1.20,0.25,https://www.screener.in/company/source/quarter/539/9/2022/
BPL,Dec 2022,11.86,9.68,2.18,18.38%,0.39,0.32,0.55,1.70,0.00%,1.71,0.35,https://www.screener.in/company/source/quarter/539/12/2022/
BPL,Mar 2023,12.88,11.55,1.33,10.33%,0.22,0.39,0.50,0.66,0.00%,0.66,0.13,https://www.screener.in/company/source/quarter/539/3/2023/
BPL,Jun 2023,15.34,14.26,1.08,7.04%,8.53,0.44,0.23,8.94,83.33%,1.49,0.30,https://www.screener.in/company/source/quarter/539/6/2023/
BPL,Sep 2023,14.45,11.40,3.05,21.11%,0.15,0.18,0.47,2.55,0.00%,2.55,0.52,https://www.screener.in/company/source/quarter/539/9/2023/
BPL,Dec 2023,21.49,11.56,9.93,46.21%,0.47,0.14,0.48,9.78,0.00%,9.78,2.00,https://www.screener.in/company/source/quarter/539/12/2023/
BPL,Mar 2024,14.42,12.49,1.93,13.38%,0.19,0.15,0.51,1.46,0.00%,1.46,0.30,https://www.screener.in/company/source/quarter/539/3/2024/
BPL,Jun 2024,16.18,15.69,0.49,3.03%,3.99,0.19,0.52,3.77,91.78%,0.31,0.06,https://www.screener.in/company/source/quarter/539/6/2024/
BPL,Sep 2024,19.39,14.65,4.74,24.45%,9.43,0.26,0.53,13.38,0.00%,13.38,2.73,https://www.screener.in/company/source/quarter/539/9/2024/
BPL,Dec 2024,20.92,16.13,4.79,22.90%,0.11,0.29,0.54,4.07,0.00%,4.07,0.83,https://www.screener.in/company/source/quarter/539/12/2024/
BPL,Mar 2025,19.32,18.43,0.89,4.61%,0.20,0.16,0.61,0.32,0.00%,0.31,0.06,https://www.screener.in/company/source/quarter/539/3/2025/
BPL,Jun 2025,18.74,16.99,1.75,9.34%,-17.27,1.46,0.60,-17.58,0.46%,-17.66,-3.61,https://www.screener.in/company/source/quarter/539/6/2025/
MINDTECK,Sep 2022,81.26,74.68,6.58,8.10%,1.33,0.25,1.22,6.44,20.50%,5.12,1.59,https://www.screener.in/company/source/quarter/2091/9/2022/
MINDTECK,Dec 2022,84.07,77.90,6.17,7.34%,1.03,0.25,1.10,5.85,19.15%,4.73,1.47,https://www.screener.in/company/source/quarter/2091/12/2022/
MINDTECK,Mar 2023,82.66,75.18,7.48,9.05%,0.98,0.26,1.10,7.10,22.39%,5.51,1.71,https://www.screener.in/company/source/quarter/2091/3/2023/
MINDTECK,Jun 2023,88.74,81.88,6.86,7.73%,1.09,0.25,1.11,6.59,17.91%,5.41,1.71,https://www.screener.in/company/source/quarter/2091/6/2023/
MINDTECK,Sep 2023,93.41,85.81,7.60,8.14%,1.68,0.26,1.12,7.90,21.14%,6.23,1.97,https://www.screener.in/company/source/quarter/2091/9/2023/
MINDTECK,Dec 2023,98.47,89.71,8.76,8.90%,1.60,0.22,1.10,9.04,18.03%,7.41,2.34,https://www.screener.in/company/source/quarter/2091/12/2023/
MINDTECK,Mar 2024,95.75,87.21,8.54,8.92%,1.52,0.22,1.11,8.73,17.64%,7.19,2.28,https://www.screener.in/company/source/quarter/2091/3/2024/
MINDTECK,Jun 2024,97.90,90.37,7.53,7.69%,1.66,0.19,1.14,7.86,17.56%,6.48,2.04,https://www.screener.in/company/source/quarter/2091/6/2024/
MINDTECK,Sep 2024,108.15,99.15,9.00,8.32%,0.23,0.18,1.13,7.92,19.44%,6.38,2.01,https://www.screener.in/company/source/quarter/2091/9/2024/
MINDTECK,Dec 2024,108.23,99.64,8.59,7.94%,1.75,0.19,1.14,9.01,15.98%,7.57,2.38,https://www.screener.in/company/source/quarter/2091/12/2024/
MINDTECK,Mar 2025,104.02,94.92,9.10,8.75%,1.83,0.37,1.24,9.32,14.91%,7.93,2.49,https://www.screener.in/company/source/quarter/2091/3/2025/
MINDTECK,Jun 2025,104.02,95.45,8.57,8.24%,2.00,0.36,1.17,9.04,24.78%,6.80,2.13,https://www.screener.in/company/source/quarter/2091/6/2025/
CONCOR,Sep 2022,"1,994","1,515",479,24%,69,15,137,394,25%,297,3.90,https://www.screener.in/company/source/quarter/702/9/2022/
CONCOR,Dec 2022,"1,986","1,481",506,25%,45,16,139,396,25%,304,3.98,https://www.screener.in/company/source/quarter/702/12/2022/
CONCOR,Mar 2023,"2,004","1,572",432,22%,104,16,140,381,24%,293,3.86,https://www.screener.in/company/source/quarter/702/3/2023/
CONCOR,Jun 2023,"2,184","1,733",451,21%,94,17,158,371,26%,279,3.66,https://www.screener.in/company/source/quarter/702/6/2023/
CONCOR,Sep 2023,"1,923","1,527",396,21%,81,16,142,319,24%,245,3.22,https://www.screener.in/company/source/quarter/702/9/2023/
CONCOR,Dec 2023,"2,195","1,648",546,25%,105,17,153,482,25%,368,4.82,https://www.screener.in/company/source/quarter/702/12/2023/
CONCOR,Mar 2024,"2,211","1,693",517,23%,92,19,159,431,24%,331,4.34,https://www.screener.in/company/source/quarter/702/3/2024/
CONCOR,Jun 2024,"2,325","1,827",498,21%,93,20,165,406,26%,318,4.16,https://www.screener.in/company/source/quarter/702/6/2024/
CONCOR,Sep 2024,"2,103","1,662",442,21%,94,19,169,347,25%,259,3.39,https://www.screener.in/company/source/quarter/702/9/2024/
CONCOR,Dec 2024,"2,288","1,706",582,25%,96,19,166,493,25%,366,4.80,https://www.screener.in/company/source/quarter/702/12/2024/
CONCOR,Mar 2025,"2,208","1,743",465,21%,96,18,85,457,26%,367,4.81,https://www.screener.in/company/source/quarter/702/3/2025/
CONCOR,Jun 2025,"2,288","1,847",441,19%,129,17,160,392,27%,299,3.92,https://www.screener.in/company/source/quarter/702/6/2025/
63MOONS,Sep 2022,40.91,79.51,-38.60,-94.35%,29.84,0.10,2.88,-11.74,0.85%,-6.50,-0.84,https://www.screener.in/company/source/quarter/1018/9/2022/
63MOONS,Dec 2022,44.32,75.54,-31.22,-70.44%,20.87,0.13,3.03,-13.51,-4.29%,-13.65,-2.31,https://www.screener.in/company/source/quarter/1018/12/2022/
63MOONS,Mar 2023,93.24,78.41,14.83,15.91%,26.23,0.18,3.24,37.64,45.46%,19.62,4.77,https://www.screener.in/company/source/quarter/1018/3/2023/
63MOONS,Jun 2023,111.60,83.37,28.23,25.30%,-6.61,0.22,14.24,7.16,345.39%,-26.10,-5.16,https://www.screener.in/company/source/quarter/1018/6/2023/
63MOONS,Sep 2023,115.07,88.84,26.23,22.79%,32.76,0.19,7.66,51.14,23.78%,37.24,8.54,https://www.screener.in/company/source/quarter/1018/9/2023/
63MOONS,Dec 2023,158.77,91.00,67.77,42.68%,36.29,0.25,7.51,96.30,17.06%,79.28,17.88,https://www.screener.in/company/source/quarter/1018/12/2023/
63MOONS,Mar 2024,134.78,71.84,62.94,46.70%,42.99,0.13,6.98,98.82,8.71%,89.41,20.12,https://www.screener.in/company/source/quarter/1018/3/2024/
63MOONS,Jun 2024,9.68,78.12,-68.44,-707.02%,41.06,0.16,6.94,-34.48,-109.54%,3.82,1.74,https://www.screener.in/company/source/quarter/1018/6/2024/
63MOONS,Sep 2024,11.62,67.03,-55.41,-476.85%,51.34,0.13,7.18,-11.38,1.14%,-11.13,-1.86,https://www.screener.in/company/source/quarter/1018/9/2024/
63MOONS,Dec 2024,9.79,69.49,-59.70,-609.81%,41.70,0.16,7.61,-25.77,-5.28%,-24.07,-4.10,https://www.screener.in/company/source/quarter/1018/12/2024/
63MOONS,Mar 2025,11.78,73.05,-61.27,-520.12%,44.05,0.14,7.54,-24.90,-7.31%,-23.20,-3.62,https://www.screener.in/company/source/quarter/1018/3/2025/
63MOONS,Jun 2025,13.63,75.49,-61.86,-453.85%,83.44,0.24,6.90,14.44,27.15%,11.14,2.39,https://www.screener.in/company/source/quarter/1018/6/2025/
PDSL,Sep 2022,"2,340","2,268",73,3%,3,9,19,47,7%,44,2.84,https://www.screener.in/company/source/quarter/1131309/9/2022/
PDSL,Dec 2022,"2,921","2,802",119,4%,40,14,20,124,9%,113,7.19,https://www.screener.in/company/source/quarter/1131309/12/2022/
PDSL,Mar 2023,"2,574","2,442",131,5%,7,21,19,99,7%,93,5.93,https://www.screener.in/company/source/quarter/1131309/3/2023/
PDSL,Jun 2023,"2,742","2,609",133,5%,3,27,23,86,11%,77,4.32,https://www.screener.in/company/source/quarter/1131309/6/2023/
PDSL,Sep 2023,"2,115","2,048",67,3%,6,23,22,28,18%,23,1.44,https://www.screener.in/company/source/quarter/1131309/9/2023/
PDSL,Dec 2023,"2,463","2,326",136,6%,9,24,23,98,10%,88,4.95,https://www.screener.in/company/source/quarter/1131309/12/2023/
PDSL,Mar 2024,"2,580","2,505",75,3%,16,31,23,36,29%,26,1.11,https://www.screener.in/company/source/quarter/1131309/3/2024/
PDSL,Jun 2024,"3,215","3,102",114,4%,10,28,26,70,6%,65,3.47,https://www.screener.in/company/source/quarter/1131309/6/2024/
PDSL,Sep 2024,"2,621","2,549",72,3%,20,33,23,36,13%,31,1.51,https://www.screener.in/company/source/quarter/1131309/9/2024/
PDSL,Dec 2024,"3,306","3,157",149,4%,12,34,25,101,8%,93,5.11,https://www.screener.in/company/source/quarter/1131309/12/2024/
PDSL,Mar 2025,"3,125","3,030",95,3%,9,30,27,47,10%,42,1.76,https://www.screener.in/company/source/quarter/1131309/3/2025/
PDSL,Jun 2025,"3,526","3,386",139,4%,10,29,36,84,11%,75,2.85,https://www.screener.in/company/source/quarter/1131309/6/2025/
MHLXMIRU,Mar 2021,39.13,34.05,5.08,12.98%,0.13,0.30,2.37,2.54,24.41%,1.92,1.44,https://www.screener.in/company/source/quarter/1959/3/2021/
MHLXMIRU,Jun 2021,56.29,50.65,5.64,10.02%,2.21,2.14,2.44,3.27,22.63%,2.53,1.90,https://www.screener.in/company/source/quarter/1959/6/2021/
MHLXMIRU,Sep 2021,35.24,31.63,3.61,10.24%,0.74,0.72,1.91,1.72,15.12%,1.46,1.10,https://www.screener.in/company/source/quarter/1959/9/2021/
MHLXMIRU,Dec 2021,45.98,41.95,4.03,8.76%,0.73,0.87,1.91,1.98,30.30%,1.37,1.03,https://www.screener.in/company/source/quarter/1959/12/2021/
MHLXMIRU,Mar 2022,50.00,46.03,3.97,7.94%,1.04,1.24,2.00,1.77,19.77%,1.43,1.35,https://www.screener.in/company/source/quarter/1959/3/2022/
MHLXMIRU,Jun 2022,66.09,59.98,6.11,9.24%,2.33,1.42,2.69,4.33,29.79%,3.03,2.86,https://www.screener.in/company/source/quarter/1959/6/2022/
MHLXMIRU,Sep 2022,59.54,56.28,3.26,5.48%,2.73,1.25,2.07,2.67,25.09%,2.01,1.90,https://www.screener.in/company/source/quarter/1959/9/2022/
MHLXMIRU,Dec 2022,66.77,62.02,4.75,7.11%,0.86,1.17,2.09,2.35,20.43%,1.86,1.75,https://www.screener.in/company/source/quarter/1959/12/2022/
MHLXMIRU,Mar 2023,66.25,60.90,5.35,8.08%,0.66,1.23,2.13,2.65,20.00%,2.11,1.99,https://www.screener.in/company/source/quarter/1959/3/2023/
MHLXMIRU,Jun 2023,74.93,69.57,5.36,7.15%,1.40,1.46,2.14,3.16,21.52%,2.47,2.33,https://www.screener.in/company/source/quarter/1959/6/2023/
MHLXMIRU,Sep 2023,65.19,61.00,4.19,6.43%,1.11,1.00,1.99,2.31,31.60%,1.57,1.48,https://www.screener.in/company/source/quarter/1959/9/2023/
MHLXMIRU,Dec 2023,70.03,65.05,4.98,7.11%,1.98,1.19,2.01,3.76,25.53%,2.81,2.65,https://www.screener.in/company/source/quarter/1959/12/2023/
METROPOLIS,Sep 2022,280,211,68,24%,3,8,21,43,22%,34,6.53,https://www.screener.in/company/source/quarter/1274652/9/2022/
METROPOLIS,Dec 2022,300,221,79,26%,4,7,22,55,26%,40,7.88,https://www.screener.in/company/source/quarter/1274652/12/2022/
METROPOLIS,Mar 2023,285,215,70,25%,7,6,23,48,25%,36,6.99,https://www.screener.in/company/source/quarter/1274652/3/2023/
METROPOLIS,Jun 2023,283,212,70,25%,1,6,23,42,20%,33,6.51,https://www.screener.in/company/source/quarter/1274652/6/2023/
METROPOLIS,Sep 2023,277,214,63,23%,3,6,21,39,26%,29,5.62,https://www.screener.in/company/source/quarter/1274652/9/2023/
METROPOLIS,Dec 2023,308,234,75,24%,1,6,22,48,26%,36,6.92,https://www.screener.in/company/source/quarter/1274652/12/2023/
METROPOLIS,Mar 2024,291,226,65,22%,2,5,25,37,26%,27,5.30,https://www.screener.in/company/source/quarter/1274652/3/2024/
METROPOLIS,Jun 2024,331,251,80,24%,3,6,26,51,28%,37,7.11,https://www.screener.in/company/source/quarter/1274652/6/2024/
METROPOLIS,Sep 2024,313,235,79,25%,2,5,26,51,25%,38,7.41,https://www.screener.in/company/source/quarter/1274652/9/2024/
METROPOLIS,Dec 2024,350,260,90,26%,3,5,27,61,24%,47,9.08,https://www.screener.in/company/source/quarter/1274652/12/2024/
METROPOLIS,Mar 2025,323,251,72,22%,3,5,28,42,26%,31,6.12,https://www.screener.in/company/source/quarter/1274652/3/2025/
METROPOLIS,Jun 2025,345,283,62,18%,7,5,29,36,19%,29,5.63,https://www.screener.in/company/source/quarter/1274652/6/2025/
SIKKO,Dec 2024,15.88,13.40,2.48,15.62%,0.04,0.04,0.17,2.31,24.68%,1.75,0.80,https://www.screener.in/company/source/quarter/1274060/12/2024/
SIKKO,Mar 2025,11.70,9.64,2.06,17.61%,0.02,0.08,0.17,1.83,28.96%,1.30,0.60,https://www.screener.in/company/source/quarter/1274060/3/2025/
SIKKO,Jun 2025,18.85,20.08,-1.23,-6.53%,0.65,0.15,0.18,-0.91,-4.40%,-0.88,-0.40,https://www.screener.in/company/source/quarter/1274060/6/2025/
REXPRO,Sep 2024,44,39,5,11%,0,0,0,4,31%,2,96.22,https://www.screener.in/company/source/quarter/1285240/9/2024/
REXPRO,Mar 2025,50,43,6,13%,0,0,0,6,26%,4,4.85,https://www.screener.in/company/source/quarter/1285240/3/2025/
GNFC,Sep 2022,"2,696","1,933",763,28%,76,2,76,761,25%,572,36.80,https://www.screener.in/company/source/quarter/1244/9/2022/
GNFC,Dec 2022,"2,587","2,278",309,12%,85,1,77,316,25%,238,15.31,https://www.screener.in/company/source/quarter/1244/12/2022/
GNFC,Mar 2023,"2,673","2,235",438,16%,77,1,76,438,26%,326,20.98,https://www.screener.in/company/source/quarter/1244/3/2023/
GNFC,Jun 2023,"2,271","1,902",369,16%,123,1,74,417,20%,336,21.62,https://www.screener.in/company/source/quarter/1244/6/2023/
GNFC,Sep 2023,"1,652","1,547",105,6%,88,1,76,116,27%,88,5.66,https://www.screener.in/company/source/quarter/1244/9/2023/
GNFC,Dec 2023,"2,080","1,911",169,8%,152,1,78,242,26%,182,11.71,https://www.screener.in/company/source/quarter/1244/12/2023/
GNFC,Mar 2024,"2,088","2,004",84,4%,121,7,76,122,22%,97,6.60,https://www.screener.in/company/source/quarter/1244/3/2024/
GNFC,Jun 2024,"2,110","1,965",145,7%,108,4,78,171,26%,130,8.85,https://www.screener.in/company/source/quarter/1244/6/2024/
GNFC,Sep 2024,"2,021","1,868",153,8%,99,17,78,157,27%,118,8.03,https://www.screener.in/company/source/quarter/1244/9/2024/
GNFC,Dec 2024,"1,917","1,827",90,5%,123,2,76,135,24%,105,7.15,https://www.screener.in/company/source/quarter/1244/12/2024/
GNFC,Mar 2025,"1,899","1,767",132,7%,157,3,75,211,25%,163,11.09,https://www.screener.in/company/source/quarter/1244/3/2025/
GNFC,Jun 2025,"2,055","1,815",240,12%,122,1,74,287,27%,211,14.36,https://www.screener.in/company/source/quarter/1244/6/2025/
SAIL,Sep 2022,"24,029","21,727","2,302",10%,314,374,"1,194","1,047",23%,804,1.95,https://www.screener.in/company/source/quarter/3192/9/2022/
SAIL,Dec 2022,"26,246","25,511",735,3%,512,506,"1,183",-443,-26%,-329,-0.80,https://www.screener.in/company/source/quarter/3192/12/2022/
SAIL,Mar 2023,"25,042","22,964","2,079",8%,509,640,"1,221",726,25%,542,1.31,https://www.screener.in/company/source/quarter/3192/3/2023/
SAIL,Jun 2023,"29,131","26,206","2,924",10%,519,517,"1,365","1,562",26%,"1,159",2.81,https://www.screener.in/company/source/quarter/3192/6/2023/
SAIL,Sep 2023,"24,359","22,710","1,649",7%,527,613,"1,275",288,26%,212,0.51,https://www.screener.in/company/source/quarter/3192/9/2023/
SAIL,Dec 2023,"29,712","25,837","3,875",13%,-174,605,"1,327","1,770",26%,"1,306",3.16,https://www.screener.in/company/source/quarter/3192/12/2023/
SAIL,Mar 2024,"23,349","21,206","2,142",9%,355,614,"1,321",563,25%,423,1.02,https://www.screener.in/company/source/quarter/3192/3/2024/
SAIL,Jun 2024,"27,959","24,476","3,483",12%,-43,642,"1,356","1,441",22%,"1,126",2.73,https://www.screener.in/company/source/quarter/3192/6/2024/
SAIL,Sep 2024,"23,998","21,778","2,220",9%,-28,691,"1,402",98,17%,82,0.20,https://www.screener.in/company/source/quarter/3192/9/2024/
SAIL,Dec 2024,"24,675","21,762","2,913",12%,322,758,"1,304","1,173",24%,897,2.17,https://www.screener.in/company/source/quarter/3192/12/2024/
SAIL,Mar 2025,"24,490","22,460","2,030",8%,393,680,"1,421",323,56%,142,0.34,https://www.screener.in/company/source/quarter/3192/3/2025/
SAIL,Jun 2025,"29,316","25,832","3,484",12%,362,664,"1,524","1,657",25%,"1,251",3.03,https://www.screener.in/company/source/quarter/3192/6/2025/
LICHSGFIN,Sep 2022,,504,,,6,"3,639",16,"1,143",19%,926,16.84,https://www.screener.in/company/source/quarter/1888/9/2022/
LICHSGFIN,Dec 2022,,811,,,5,"3,886",16,388,20%,313,5.69,https://www.screener.in/company/source/quarter/1888/12/2022/
LICHSGFIN,Mar 2023,,"1,069",,,6,"4,232",17,577,20%,462,8.40,https://www.screener.in/company/source/quarter/1888/3/2023/
LICHSGFIN,Jun 2023,,582,,,0,"4,378",19,"1,453",18%,"1,191",21.65,https://www.screener.in/company/source/quarter/1888/6/2023/
LICHSGFIN,Sep 2023,,602,,,0,"4,493",19,"1,645",20%,"1,319",23.98,https://www.screener.in/company/source/quarter/1888/9/2023/
LICHSGFIN,Dec 2023,,670,,,0,"4,600",13,"1,483",20%,"1,192",21.67,https://www.screener.in/company/source/quarter/1888/12/2023/
LICHSGFIN,Mar 2024,,686,,,0,"4,646",18,"1,454",20%,"1,169",21.25,https://www.screener.in/company/source/quarter/1888/3/2024/
LICHSGFIN,Jun 2024,,800,,,0,"4,649",18,"1,482",27%,"1,082",19.66,https://www.screener.in/company/source/quarter/1888/6/2024/
LICHSGFIN,Sep 2024,,392,,,2,"4,749",22,"1,635",20%,"1,306",23.75,https://www.screener.in/company/source/quarter/1888/9/2024/
LICHSGFIN,Dec 2024,,372,,,2,"4,879",24,"1,665",20%,"1,328",24.14,https://www.screener.in/company/source/quarter/1888/12/2024/
LICHSGFIN,Mar 2025,,297,,,1,"4,950",25,"1,798",20%,"1,435",26.09,https://www.screener.in/company/source/quarter/1888/3/2025/
LICHSGFIN,Jun 2025,,549,,,0,"4,950",26,"1,780",23%,"1,374",24.97,https://www.screener.in/company/source/quarter/1888/6/2025/
IKS,Mar 2024,567,405,162,29%,6,26,19,124,18%,102,5.94,https://www.screener.in/company/source/quarter/1285190/3/2024/
IKS,Jun 2024,620,494,126,20%,15,32,27,81,21%,64,3.72,https://www.screener.in/company/source/quarter/1285190/6/2024/
IKS,Sep 2024,640,467,173,27%,4,26,28,122,22%,95,5.57,https://www.screener.in/company/source/quarter/1285190/9/2024/
IKS,Dec 2024,643,454,189,29%,5,22,28,144,21%,113,6.59,https://www.screener.in/company/source/quarter/1285190/12/2024/
IKS,Mar 2025,657,476,181,28%,27,21,28,160,19%,130,7.56,https://www.screener.in/company/source/quarter/1285190/3/2025/
IKS,Jun 2025,724,498,226,31%,3,21,28,180,18%,148,8.61,https://www.screener.in/company/source/quarter/1285190/6/2025/
APCOTEXIND,Jun 2015,77.13,66.18,10.95,14.20%,0.63,0.56,2.22,8.80,34.43%,5.77,1.11,https://www.screener.in/company/source/quarter/212/6/2015/
APCOTEXIND,Sep 2015,66.86,57.34,9.52,14.24%,1.25,0.42,2.05,8.30,26.51%,6.10,1.18,https://www.screener.in/company/source/quarter/212/9/2015/
APCOTEXIND,Dec 2015,67.84,58.31,9.53,14.05%,0.63,0.54,2.47,7.15,25.45%,5.33,1.03,https://www.screener.in/company/source/quarter/212/12/2015/
